Index,Signal,trade_val_BTC,trade_value_USD,Cash,BTC,total_assets,Commission_fees
4369.0,1.0,1.2159740924835205,5317.903400870561,883896.3545392354,29.02836036682129,1008596.9760854763,5.317903400870561
4423.0,1.0,2.9191529750823975,12924.325022398232,870972.0295168371,31.947513580322266,1010721.2609818776,12.924325022398232
4640.0,-1.0,1.2040495872497559,5581.203294754028,876553.2328115911,30.74346351623535,1012275.8820826025,5.581203294754029
4786.95,1.0,2.17604398727417,10427.030378646969,866126.2024329442,32.91950607299805,1019202.9035269232,10.427030378646968
4783.06,1.0,8.668596267700195,41503.878480250285,824622.323952694,41.588104248046875,1023710.2320290823,41.503878480250286
4821.43,1.0,5.534563064575195,26711.19290483122,797911.1310478627,47.12266540527344,1023540.7218573571,26.71119290483122
5430.0,-1.0,9.447362899780273,51247.88136526108,849159.0124131237,37.67530059814453,1025109.7637128102,51.24788136526108
5649.98,-1.0,0.42358577251434326,2390.8578918475982,851549.8703049714,37.25171661376953,1053735.8946610484,2.3908578918475984
5869.99,1.0,5.049338340759277,29669.20513244042,821880.6651725309,42.301055908203125,1062021.324138437,29.66920513244042
5709.99,1.0,8.499089241027832,48578.24428995188,773302.420882579,50.80014419555664,1070187.440343124,48.57824428995188
5760.02,-1.0,3.051607608795166,17559.743537953524,790862.1644205325,47.74853515625,1063370.7362377655,17.559743537953523
5595.0,1.0,5.179378986358643,29007.60405410528,761854.5603664273,52.927913665771484,1065894.6818912358,29.00760405410528
5512.06,1.0,8.920021057128906,49216.858959426114,712637.7014070011,61.84793472290039,1057986.2373264187,49.21685895942611
5683.9,1.0,3.1885766983032227,18141.67464658117,694496.02676042,65.03651428222656,1053547.2284757115,18.14167464658117
6010.01,-1.0,9.61774730682373,57744.95473399221,752240.9814944122,55.418766021728516,1064157.0702891676,57.74495473399221
6024.97,-1.0,2.298048734664917,13831.829010209192,766072.8105046214,53.1207160949707,1085308.3194726608,13.831829010209193
5950.02,1.0,2.8952956199645996,17244.293911546465,748828.5165930749,56.01601028442383,1086123.531355337,17.244293911546464
5915.93,-1.0,4.378290176391602,25875.75654501715,774704.273138092,51.637718200683594,1082124.8981056022,25.87575654501715
5477.03,1.0,5.919376373291016,32453.022579783894,742251.2505583081,57.55709457397461,1080189.3993730622,32.4530225797839
5689.99,1.0,3.879070281982422,22093.942984890935,720157.3075734172,61.43616485595703,1057493.1842528041,22.093942984890937
5861.77,1.0,7.573002815246582,44435.59191304028,675721.7156603769,69.00917053222656,1069728.4712421643,44.435591913040284
5768.83,0.0,0.0,0.0,675721.7156603769,69.00917053222656,1080237.6012110666,0.0
5768.83,0.0,0.0,0.0,675721.7156603769,69.00917053222656,1080237.6012110666,0.0
5719.64,1.0,7.39485502243042,42338.20448907442,633383.5111713025,76.40402221679688,1073823.8889018015,42.33820448907442
6169.98,-1.0,3.5686755180358887,21996.6379161983,655380.1490875009,72.8353500366211,1070387.0128033827,21.9966379161983
6120.5,1.0,6.94185733795166,42530.125474770066,612850.0236127308,79.77720642089844,1104772.8021064522,42.53012547477007
6463.0,1.0,2.9139089584350586,18851.426191964147,593998.5974207666,82.69111633300781,1101126.4155118396,18.851426191964148
6753.98,1.0,5.608085632324219,37914.775097204125,556083.8223235625,88.29920196533203,1128431.282280996,37.91477509720413
7019.98,1.0,1.2635505199432373,8878.969478370116,547204.8528451923,89.56275177001953,1152454.8664133758,8.878969478370117
7115.04,1.0,0.559837818145752,3987.2517380893705,543217.6011071029,90.12258911132812,1175933.579015694,3.9872517380893706
7357.09,-1.0,4.07198429107666,29927.99695312915,573145.5980602321,86.05060577392578,1184443.427537767,29.92799695312915
7345.01,-1.0,8.371746063232422,61429.06799335087,634574.666053583,77.67886352539062,1206227.6492935237,61.42906799335088
6960.12,1.0,7.419366836547852,51691.32318989982,582883.3428636832,85.09822845458984,1205126.6954362125,51.69132318989982
7064.04,0.0,0.0,0.0,582883.3428636832,85.09822845458984,1175177.2246950432,0.0
7064.04,0.0,0.0,0.0,582883.3428636832,85.09822845458984,1175177.2246950432,0.0
7303.0,1.0,1.1485481262207031,8396.234812755583,574487.1080509276,86.24678039550781,1184020.632596044,8.396234812755583
7079.99,1.0,1.9373035430908203,13729.805801759623,560757.302249168,88.18408203125,1204347.345279321,13.729805801759623
6506.98,1.0,3.659076690673828,23833.348383525463,536923.9538656425,91.84315490722656,1185099.7211895976,23.833348383525465
6245.05,-1.0,4.121043682098389,25710.387723041655,562634.3415886842,87.72211456298828,1134545.5259838677,25.710387723041656
5811.03,-1.0,2.941983938217163,17078.860967573582,579713.2025562578,84.7801284790039,1110463.3331402743,17.078860967573583
6465.99,-1.0,7.382612228393555,47688.16094582777,627401.3635020856,77.39751434326172,1072373.072551604,47.68816094582777
6574.99,-1.0,1.3380229473114014,8788.690010844648,636190.0535129302,76.05949401855469,1127852.9172704723,8.788690010844649
7240.06,1.0,7.028982639312744,50941.14630363021,585248.9072093,83.0884780883789,1136280.466089987,50.94114630363021
7864.5,1.0,7.55804443359375,59499.68068844604,525749.2265208539,90.64652252197266,1186814.4738778486,59.49968068844604
7699.19,-1.0,4.943804740905762,38025.22873111109,563774.455251965,85.70272064208984,1238638.802894908,38.02522873111109
7761.94,-1.0,8.279966354370117,64204.33344259494,627978.78869456,77.4227523803711,1223615.9849923365,64.20433344259494
8038.0,-1.0,9.1298828125,73312.61204882813,701291.4007433881,68.2928695678711,1228929.5473058575,73.31261204882813
8212.0,1.0,0.9198689460754395,7561.5177489566795,693729.8829944314,69.21273803710938,1250229.486329936,7.56151774895668
8119.51,1.0,9.902408599853516,80483.1083562472,613246.7746381842,79.11514282226562,1262104.8877551737,80.4831083562472
8205.92,-1.0,2.967524528503418,24326.91761005783,637573.6922482421,76.14762115478516,1255622.9679349982,24.32691761005783
8019.99,-1.0,8.179949760437012,65537.51216392801,703111.2044121701,67.9676742553711,1262434.9796347166,65.53751216392801
8138.0,1.0,6.486616134643555,52840.87018583297,650270.3342263371,74.45429229736328,1248211.2722635036,52.840870185832976
8700.01,1.0,8.563262939453125,74574.97367907745,575695.3605472597,83.0175552368164,1256179.3649422796,74.57497367907744
9128.02,1.0,9.018259048461914,82401.16780850086,493294.1927387588,92.03581237792969,1297948.9212831147,82.40116780850086
9650.0,-1.0,6.635730266571045,63970.76227533817,557264.955014097,85.40008544921875,1333398.9288407485,63.970762275338174
9896.8,-1.0,5.511064529418945,54487.36153131866,611752.3165454157,79.88902282714844,1381375.779599058,54.48736153131866
9687.88,1.0,6.781513690948486,65764.18934712227,545988.1271982933,86.67053985595703,1402397.9976611384,65.76418934712227
9838.96,-1.0,4.348511219024658,42742.04311559131,588730.1703138846,82.32202911376953,1385641.916858022,42.74204311559131
10782.99,1.0,2.20361590385437,23785.329823357733,564944.8404905269,84.52564239501953,1398693.3218830985,23.785329823357735
10890.01,1.0,9.009075164794922,98207.02755400371,466737.8129365232,93.53471374511719,1476383.9971795985,98.20702755400372
11165.41,-1.0,3.4508132934570312,38491.215509643174,505229.02844616637,90.08390045166016,1485331.780967987,38.491215509643176
11579.0,-1.0,6.689723014831543,77382.8424859457,582611.8709321121,83.39418029785156,1511052.7113881372,77.3828424859457
11699.99,-1.0,8.510764122009277,99476.27926474746,682088.1501968596,74.88341522216797,1548233.0846009352,99.47627926474746
13550.05,1.0,3.493058681488037,47378.45090688407,634709.6992899756,78.37647247314453,1558223.3594620726,47.37845090688407
16599.0,-1.0,3.587963104248047,59497.04296784592,694206.7422578215,74.78851318359375,1696714.8201247077,59.49704296784592
15880.0,-1.0,5.790808200836182,91866.07619504929,786072.8184528708,68.9977035522461,1935621.272592294,91.86607619504929
14656.07,-1.0,0.48961639404296875,7168.676292097091,793241.4947449679,68.50808715820312,1881756.350862539,7.168676292097092
14899.98,0.0,0.0,0.0,793241.4947449679,68.50808715820312,1797300.815701694,0.0
14899.98,0.0,0.0,0.0,793241.4947449679,68.50808715820312,1797300.815701694,0.0
16587.97,1.0,3.7772560119628906,62719.666418168825,730521.8283267991,72.28533935546875,1814010.6232404513,62.71966641816883
16349.99,-1.0,5.234083652496338,85491.63816210112,816013.4664889002,67.05125427246094,1929588.8689951343,85.49163816210113
16033.29,1.0,5.1685309410095215,82951.42400662974,733062.0424822705,72.21978759765625,1912300.8033310939,82.95142400662974
16334.98,-1.0,6.041447639465332,98588.2394353517,831650.2819176222,66.17833709716797,1890982.8407738968,98.58823943535171
17539.83,1.0,8.67288589477539,152273.065147962,679377.2167696601,74.85122680664062,1912672.0948331188,152.27306514796203
19102.66,1.0,2.805767059326172,53651.21178768119,625726.0049819789,77.65699768066406,1992255.0102495798,53.65121178768119
18860.02,-1.0,0.6259924173355103,11794.423281285275,637520.4282632642,77.031005859375,2109181.228296493,11.794423281285276
18856.25,-1.0,5.48878288269043,103394.36436949969,740914.792632764,71.54222106933594,2090326.739391194,103.39436436949968
17295.2,1.0,1.4464116096496582,25040.994049283978,715873.79858348,72.98863220214844,2089932.7986714297,25.040994049283977
16488.98,-1.0,3.6325252056121826,59836.738829370326,775710.5374128503,69.35610961914062,1978226.7902460778,59.836738829370326
15492.64,1.0,4.289923667907715,66528.70525738814,709181.8321554621,73.64603424072266,1919322.0418006675,66.52870525738814
13326.61,1.0,6.561136245727539,87525.14160757874,621656.6905478834,80.20716857910156,1850153.3280746515,87.52514160757875
13300.0,1.0,8.783068656921387,116931.62795019148,504725.0625976919,88.990234375,1690546.345405824,116.93162795019148
13500.0,1.0,3.1094515323638916,42019.57328259944,462705.48931509245,92.09968566894531,1688295.179785192,42.019573282599445
13699.34,1.0,1.5831208229064941,21709.398124489926,440996.0911906025,93.68280792236328,1706051.2458458543,21.709398124489926
15689.01,1.0,4.348571300506592,68293.00339798027,372703.0877926223,98.03137969970703,1724388.7290737508,68.29300339798027
15459.99,1.0,3.193390369415283,49419.152960433836,323283.9348321884,101.22476959228516,1910718.384215123,49.419152960433834
14182.11,1.0,4.653871059417725,66067.71300176918,257216.22183041924,105.8786392211914,1888217.8604812208,66.06771300176918
14378.9,-1.0,4.164468765258789,59820.599448850815,317036.82127927005,101.71417236328125,1758798.7299156701,59.820599448850814
12440.01,1.0,4.039905071258545,50306.71594499251,266730.10533427756,105.75407409667969,1779574.7342736549,50.30671594499251
13716.36,1.0,8.49113941192627,116583.99250915316,150146.1128251244,114.2452163696289,1582311.8446377139,116.58399250915316
13380.0,-1.0,4.031196594238281,53883.47302047729,204029.5858456017,110.21401977539062,1717174.6288288478,53.8834730204773
14675.11,1.0,8.063957214355469,118457.79861511603,85571.78723048566,118.2779769897461,1678693.1704403283,118.45779861511603
14919.51,1.0,2.6513612270355225,39596.56735070911,45975.219879776545,120.92933654785156,1821314.1101324784,39.596567350709115
15059.54,1.0,3.0,45223.798619999994,751.4212597765509,123.92933654785156,1850181.6657988133,45.22379862
16960.39,1.0,0.0,0.0,751.4212597765509,123.92933654785156,1867070.222175609,0.0
17069.79,1.0,0.0,0.0,751.4212597765509,123.92933654785156,2102641.301552593,0.0
16150.03,1.0,0.0,0.0,751.4212597765509,123.92933654785156,2116199.170970928,0.0
14902.54,-1.0,9.322768211364746,138793.993254411,139545.41451418755,114.6065673828125,2002213.9243876757,138.79399325441102
14400.0,-1.0,9.397064208984375,135182.40688476563,274727.8213989532,105.20950317382812,1847474.3691992462,135.18240688476564
14907.09,-1.0,6.564487457275391,97759.54792414593,372487.36932309915,98.64501953125,1789744.6671020782,97.75954792414592
13238.78,-1.0,7.667319297790527,101404.44741983009,473891.8167429292,90.97769927978516,1842997.5535272006,101.40444741983009
13740.01,-1.0,3.260626792907715,44756.24369607911,518648.06043900835,87.71707153320312,1678325.5624141633,44.75624369607911
14210.0,-1.0,5.638260841369629,80039.56686930657,598687.6273083149,82.07881164550781,1723881.5004759345,80.03956686930657
13474.99,1.0,3.455832004547119,46613.86900465533,552073.7583036596,85.5346450805664,1765027.540790981,46.613869004655335
13539.93,1.0,7.513821125030518,101838.34867749987,450235.40962615976,93.04846954345703,1704652.2454178412,101.83834867749988
10900.0,1.0,6.805325508117676,74252.22608652114,375983.18353963865,99.85379791259766,1710105.1738517,74.25222608652115
10988.79,1.0,3.543342351913452,38975.98204828631,337007.20149135235,103.39714050292969,1464389.5807869532,38.975982048286305
10961.97,1.0,4.801577568054199,52687.38400293677,284319.8174884156,108.19871520996094,1473216.6650785413,52.687384002936774
11474.98,1.0,5.9647216796875,68513.50704196045,215806.31044645514,114.16343688964844,1470390.887658551,68.51350704196045
12799.94,-1.0,4.4413957595825195,56792.74963967177,272599.0600861269,109.72203826904297,1525829.4654864331,56.79274963967177
11530.0,1.0,8.607978820800781,99349.24579963683,173249.8142864901,118.33001708984375,1677034.5666075808,99.34924579963683
10760.05,-1.0,8.96212387084961,96336.46805557879,269586.28234206885,109.36788940429688,1537594.9113323884,96.33646805557879
10799.18,-1.0,3.35795521736145,36226.89966140121,305813.1820034701,106.00993347167969,1446390.2407267734,36.226899661401205
11349.99,-1.0,9.415695190429688,106761.17820817062,412574.3602116407,96.59423828125,1450633.535352164,106.76117820817062
11175.27,1.0,3.3319807052612305,37273.01980010076,375301.34041153995,99.92621612548828,1508917.9987614453,37.27301980010076
11089.0,1.0,9.489412307739258,105333.32117360114,269968.0192379388,109.4156265258789,1492003.7856922254,105.33332117360115
11491.0,-1.0,9.057808876037598,103979.19851275349,373947.2177506923,100.35781860351562,1483277.90178341,103.97919851275348
11879.95,1.0,1.803269386291504,21444.17289581942,352503.04485487286,102.16108703613281,1527158.9113236903,21.44417289581942
11251.0,-1.0,5.42084264755249,60928.91072698546,413431.9555818583,96.74024200439453,1566171.650789779,60.92891072698546
10237.51,1.0,8.584159851074219,87968.30273928778,325463.6528425705,105.32440185546875,1501856.4183733012,87.9683027392878
10285.1,1.0,2.138735055923462,22019.101027602075,303444.5518149684,107.463134765625,1403723.2700819504,22.019101027602076
9224.52,1.0,9.863518714904785,91077.2118816695,212367.3399332989,117.32665252685547,1408713.6391928983,91.0772118816695
8873.03,1.0,3.403674364089966,30231.105647543987,182136.2342857549,120.7303237915039,1294649.3927003278,30.231105647543988
9199.96,-1.0,7.478647708892822,68734.4565161297,250870.69080188463,113.25167846679688,1253380.0191974828,68.73445651612971
8184.81,-1.0,3.5271120071411133,28839.87288554149,279710.5636874261,109.72456359863281,1292781.6026292772,28.83987288554149
6939.99,-1.0,7.514878273010254,52101.026885842526,331811.5905732686,102.20968627929688,1177785.269075152,52.10102688584253
7652.14,1.0,7.447256088256836,57044.43364939685,274767.1569238717,109.65694427490234,1041145.7912547261,57.04443364939685
7599.0,1.0,4.537229537963867,34512.88566624641,240254.2712576253,114.19417572021484,1113877.446487623,34.51288566624641
7784.02,1.0,5.15366792678833,40156.370469694375,200097.90078793094,119.34784698486328,1108015.812555538,40.15637046969437
8683.92,1.0,4.0213823318481445,34956.28382164192,165141.616966289,123.36923217773438,1129103.9286750464,34.95628382164192
8533.98,1.0,2.633012533187866,22492.54637427256,142649.07059201645,126.00224304199219,1236470.15965916,22.49254637427256
8063.88,-1.0,2.9855692386627197,24051.196800195266,166700.2673922117,123.01667022705078,1217949.6926675169,24.051196800195267
8903.0,1.0,9.423489570617676,83981.22497485636,82719.04241735535,132.44015502929688,1158691.934102722,83.98122497485636
8539.9,-1.0,6.038588523864746,51517.37319281759,134236.41561017293,126.40156555175781,1261833.7426431854,51.517373192817594
9449.99,1.0,9.769974708557129,92418.48945941389,41817.92615075904,136.17153930664062,1213693.1452656295,92.41848945941389
10000.09,-1.0,7.2990922927856445,72918.58826631664,114736.51441707568,128.87245178222656,1328637.6108831197,72.91858826631665
10159.98,-1.0,0.6452935934066772,6549.613833136832,121286.12825021251,128.22715759277344,1403472.6307600017,6.549613833136832
11039.55,1.0,2.768450975418091,30593.015418642455,90693.11283157006,130.99560546875,1424071.4848496385,30.593015418642455
10383.43,1.0,6.507236957550049,67635.00688157603,23058.10594999403,137.50283813476562,1536825.649184109,67.63500688157603
11153.0,1.0,2.0,22328.305999999997,729.7999499940343,139.50283813476562,1450809.2005236633,22.328305999999998
11200.99,1.0,0.0,0.0,729.7999499940343,139.50283813476562,1556604.953667035,0.0
10437.6,1.0,0.0,0.0,729.7999499940343,139.50283813476562,1563299.6948691225,0.0
9811.04,1.0,0.0,0.0,729.7999499940343,139.50283813476562,1456804.6232654238,0.0
10131.04,1.0,0.0,0.0,729.7999499940343,139.50283813476562,1369397.7250037051,0.0
9694.51,1.0,0.0,0.0,729.7999499940343,139.50283813476562,1414038.6332068301,0.0
9590.0,1.0,0.0,0.0,729.7999499940343,139.50283813476562,1353141.4592758608,0.0
10324.0,1.0,0.0,0.0,729.7999499940343,139.50283813476562,1338562.0176623964,0.0
10569.04,1.0,0.0,0.0,729.7999499940343,139.50283813476562,1440957.1008533144,0.0
10326.76,1.0,0.0,0.0,729.7999499940343,139.50283813476562,1475140.8763098575,0.0
10920.0,-1.0,1.7711997032165527,19322.15925836563,20051.959208359665,137.7316436767578,1441342.1286865664,19.32215925836563
11039.0,1.0,1.0,11050.038999999999,9001.920208359667,138.7316436767578,1524081.508158555,11.050039
11464.48,1.0,0.0,0.0,9001.920208359667,138.7316436767578,1540460.534756089,0.0
11515.0,1.0,0.0,0.0,9001.920208359667,138.7316436767578,1599488.0745076758,0.0
11454.0,1.0,0.0,0.0,9001.920208359667,138.7316436767578,1606496.7971462258,0.0
10716.48,1.0,0.0,0.0,9001.920208359667,138.7316436767578,1598034.1668819436,0.0
9910.0,1.0,0.0,0.0,9001.920208359667,138.7316436767578,1495716.805037461,0.0
9271.64,1.0,0.0,0.0,9001.920208359667,138.7316436767578,1383832.5090450295,0.0
9227.0,1.0,0.0,0.0,9001.920208359667,138.7316436767578,1295271.7769875342,0.0
8770.22,1.0,1.0,8778.990219999998,222.92998835966864,139.7316436767578,1289078.796413804,8.778990219999997
9533.57,1.0,0.0,0.0,222.92998835966864,139.7316436767578,1225700.1859951343,0.0
9131.34,1.0,0.0,0.0,222.92998835966864,139.7316436767578,1332364.3361957874,0.0
9150.0,1.0,0.0,0.0,222.92998835966864,139.7316436767578,1276160.0771596853,0.0
8170.0,1.0,0.0,0.0,222.92998835966864,139.7316436767578,1278767.4696306936,0.0
8240.98,1.0,0.0,0.0,222.92998835966864,139.7316436767578,1141830.458827471,0.0
8260.0,1.0,0.0,0.0,222.92998835966864,139.7316436767578,1151748.6108956472,0.0
7824.8,-1.0,1.8718701601028442,14632.362619143963,14855.292607503632,137.85977172851562,1154406.306758379,14.632362619143963
8189.99,1.0,1.0,8198.179989999999,6657.112617503633,138.85977172851562,1093580.434428793,8.198179989999998
8600.0,1.0,0.0,0.0,6657.112617503633,138.85977172851562,1143917.2544763293,0.0
8909.98,1.0,0.0,0.0,6657.112617503633,138.85977172851562,1200851.149482738,0.0
8885.0,1.0,0.0,0.0,6657.112617503633,138.85977172851562,1243894.9015231433,0.0
8722.9,-1.0,5.181770324707031,45154.864301021575,51811.97691852521,133.67800903320312,1240426.184425365,45.154864301021576
8898.03,1.0,3.762531280517578,33512.595326193805,18299.381592331403,137.44053649902344,1217871.8819142529,33.512595326193804
8546.86,1.0,0.37769317626953125,3231.3187912315366,15068.062801099866,137.8182373046875,1241249.3985767371,3.2313187912315366
8470.15,-1.0,6.713665962219238,56808.89199214139,71876.95479324125,131.1045684814453,1192981.2424910413,56.80889199214139
8134.23,1.0,7.113234996795654,57918.55019749309,13958.404595748165,138.21780395507812,1182352.3155163552,57.91855019749309
7795.51,1.0,1.0,7803.305509999999,6155.099085748166,139.21780395507812,1138253.8120612632,7.8033055099999995
7949.3,1.0,0.0,0.0,6155.099085748166,139.21780395507812,1091428.8819955993,0.0
7090.14,1.0,0.0,0.0,6155.099085748166,139.21780395507812,1112839.1880658509,0.0
6840.23,1.0,0.0,0.0,6155.099085748166,139.21780395507812,993228.8196198059,0.0
6923.91,1.0,0.0,0.0,6155.099085748166,139.21780395507812,958436.8982333922,0.0
6813.01,1.0,0.0,0.0,6155.099085748166,139.21780395507812,970086.6440683531,0.0
7056.0,1.0,0.0,0.0,6155.099085748166,139.21780395507812,954647.389609735,0.0
7405.21,1.0,0.0,0.0,6155.099085748166,139.21780395507812,988475.9237927794,0.0
6796.1,1.0,0.0,0.0,6155.099085748166,139.21780395507812,1037092.1731119322,0.0
6770.76,1.0,0.0,0.0,6155.099085748166,139.21780395507812,952293.2165448547,0.0
6601.39,1.0,0.0,0.0,6155.099085748166,139.21780395507812,948765.437392633,0.0
6895.8,-1.0,3.2791948318481445,22590.059049736978,28745.158135485144,135.93861389160156,925186.1179367615,22.59005904973698
7018.0,-1.0,7.5543742179870605,52963.581663571356,81708.7397990565,128.38424682617188,966150.6518091912,52.963581663571354
6782.72,1.0,2.3574185371398926,16005.69957008972,65703.04022896677,130.74166870117188,982709.3840251307,16.00569957008972
6843.9,1.0,3.7906992435455322,25969.109719454165,39733.930509512604,134.53236389160156,952487.1713617793,25.969109719454167
6953.79,1.0,3.5768890380859375,24897.80815937576,14836.122350136844,138.1092529296875,960459.9757472444,24.89780815937576
7923.0,1.0,1.0,7930.922999999999,6905.199350136845,139.1092529296875,975218.8642800685,7.930922999999999
7877.41,1.0,0.0,0.0,6905.199350136845,139.1092529296875,1109067.8103120509,0.0
7999.01,1.0,0.0,0.0,6905.199350136845,139.1092529296875,1102725.8194709865,0.0
8355.0,1.0,0.0,0.0,6905.199350136845,139.1092529296875,1119641.5046272364,0.0
8064.92,1.0,0.0,0.0,6905.199350136845,139.1092529296875,1169163.0075776759,0.0
7885.02,1.0,0.0,0.0,6905.199350136845,139.1092529296875,1128810.1954878322,0.0
8173.0,-1.0,3.7406039237976074,30541.38391332865,37446.583263465494,135.36865234375,1103784.4408857813,30.54138391332865
8278.0,1.0,4.0,33145.111999999994,4301.471263465501,139.36865234375,1143814.5788689342,33.145112
8856.98,-1.0,2.598395347595215,22990.92169011812,27292.39295358362,136.770263671875,1157995.175365028,22.99092169011812
8915.31,1.0,3.0,26772.675929999998,519.7170235836238,139.770263671875,1238663.882890107,26.77267593
8787.02,1.0,0.0,0.0,519.7170235836238,139.770263671875,1246614.9464400874,0.0
8934.01,1.0,0.0,0.0,519.7170235836238,139.770263671875,1228683.8193136228,0.0
9619.99,1.0,0.0,0.0,519.7170235836238,139.770263671875,1249228.6503707515,0.0
